Hisse,RSI(A),RSI(H),RSI(H)↑,MACD(H)↑,OBV(H)↑,OBV ATH %,OBV ATH(≥95%),SINYAL
ISKPL,51.5,43.8,✅,✅,✅,90.4,❌,—
TTRAK,41.6,43.8,✅,✅,✅,92.8,❌,—
DESPC,46.4,43.9,✅,❌,✅,97.0,✅,—
BAYRK,46.9,43.9,✅,✅,✅,96.9,✅,🟢
EUYO,53.0,43.9,❌,❌,❌,97.4,✅,—
PINSU,55.8,43.9,✅,❌,✅,98.5,✅,—
KLSER,29.7,43.9,✅,✅,✅,58.8,❌,—
AKFGY,53.5,44.0,✅,❌,✅,94.9,❌,—
ECILC,53.4,44.0,✅,✅,✅,97.0,✅,🟢
TSKB,50.7,44.1,✅,❌,✅,98.8,✅,—
IZENR,49.1,44.2,✅,❌,✅,78.7,❌,—
KBORU,,44.3,❌,❌,❌,87.7,❌,—
PENTA,43.6,44.3,✅,❌,✅,-99.3,❌,—
BRKSN,48.5,44.4,❌,❌,❌,93.8,❌,—
INTEK,42.8,44.4,❌,❌,❌,59.8,❌,—
MAKIM,45.1,44.4,✅,❌,✅,97.7,✅,—
KLMSN,50.0,44.4,❌,❌,❌,98.7,✅,—
HDFGS,50.5,44.5,✅,✅,✅,93.8,❌,—
BALAT,53.4,44.5,❌,✅,❌,91.1,❌,—
MARBL,44.0,44.6,✅,❌,✅,70.3,❌,—
MAALT,51.4,44.6,❌,❌,❌,98.3,✅,—
SNPAM,50.5,44.6,✅,✅,✅,99.7,✅,🟢
SKYLP,57.1,44.8,❌,❌,❌,96.2,✅,—
NUHCM,49.2,44.8,❌,❌,❌,95.8,✅,—
KTSKR,54.9,44.9,❌,❌,❌,98.0,✅,—
ACSEL,52.0,45.0,❌,❌,❌,93.9,❌,—
TDGYO,48.7,45.0,❌,✅,❌,86.4,❌,—
FRIGO,53.6,45.1,❌,✅,❌,96.6,✅,—
BAKAB,52.0,45.1,❌,❌,❌,97.5,✅,—
MERIT,52.4,45.1,❌,❌,❌,76.9,❌,—
TURGG,49.1,45.1,❌,✅,❌,97.0,✅,—
CGCAM,,45.1,✅,❌,✅,91.8,❌,—
BANVT,43.6,45.2,❌,❌,❌,98.5,✅,—
LIDFA,60.1,45.2,❌,❌,❌,96.6,✅,—
LYDHO,59.3,45.2,❌,❌,❌,99.4,✅,—
YAYLA,49.7,45.2,✅,✅,✅,98.3,✅,🟢
MSGYO,56.1,45.3,❌,❌,❌,99.2,✅,—
GSDHO,53.1,45.4,❌,❌,❌,99.6,✅,—
EYGYO,,45.4,❌,✅,❌,-135.2,❌,—
ZGYO,,45.5,❌,❌,❌,90.5,❌,—
MEPET,59.6,45.5,✅,❌,✅,99.6,✅,—
PETUN,51.5,45.6,✅,✅,✅,96.2,✅,🟢
SEYKM,47.6,45.6,❌,❌,❌,78.2,❌,—
GARFA,53.3,45.7,✅,❌,✅,99.5,✅,—
ONRYT,,45.8,✅,✅,✅,40.8,❌,—
AGHOL,53.9,45.8,✅,❌,✅,99.4,✅,—
KAREL,48.3,45.9,❌,❌,❌,95.0,✅,—
SKTAS,44.6,45.9,✅,✅,✅,100.0,✅,🟢
DYOBY,47.6,45.9,✅,✅,✅,97.7,✅,🟢
BAGFS,48.5,46.0,✅,✅,✅,97.8,✅,🟢
JANTS,42.7,46.1,✅,✅,✅,92.5,❌,—
ASGYO,,46.2,✅,❌,✅,-70.5,❌,—
LOGO,53.8,46.2,❌,✅,❌,97.8,✅,—
EDIP,57.5,46.2,❌,❌,❌,98.9,✅,—
QUAGR,45.2,46.4,✅,✅,✅,73.3,❌,—
INGRM,48.1,46.5,❌,❌,❌,98.0,✅,—
GEDZA,52.5,46.6,✅,❌,✅,96.0,✅,—
YUNSA,55.2,46.6,❌,❌,❌,98.0,✅,—
IHAAS,55.8,46.6,✅,❌,✅,94.3,❌,—
PATEK,,46.6,✅,❌,✅,88.4,❌,—
EGSER,47.1,46.7,✅,❌,✅,98.7,✅,—
GOODY,46.0,46.7,❌,❌,❌,94.7,❌,—
VAKBN,55.5,46.7,❌,❌,❌,97.2,✅,—
THYAO,54.8,46.7,❌,❌,❌,99.8,✅,—
SARKY,55.8,46.7,❌,❌,❌,93.0,❌,—
INTEM,51.5,46.8,✅,✅,✅,99.1,✅,🟢
BURVA,60.5,46.8,❌,❌,❌,99.9,✅,—
NTGAZ,62.1,46.9,✅,❌,✅,97.3,✅,—
DOGUB,59.7,47.0,❌,❌,❌,98.7,✅,—
BASGZ,66.7,47.0,✅,❌,✅,99.4,✅,—
NUGYO,51.6,47.1,✅,❌,✅,96.7,✅,—
TKNSA,45.1,47.2,✅,✅,✅,96.4,✅,🟢
AVOD,52.4,47.2,✅,✅,✅,99.1,✅,🟢
GOLTS,48.5,47.2,✅,✅,✅,97.6,✅,🟢
DOFRB,,47.2,❌,❌,❌,88.5,❌,—
OBASE,52.8,47.2,❌,❌,❌,98.2,✅,—
ENERY,58.8,47.2,❌,❌,❌,87.4,❌,—
QNBFK,45.3,47.6,❌,✅,❌,93.9,❌,—
MTRYO,54.8,47.7,✅,❌,✅,97.2,✅,—
VAKKO,51.7,47.8,✅,❌,✅,99.6,✅,—
EMNIS,43.8,47.8,❌,✅,❌,98.6,✅,—
MERCN,51.8,47.8,✅,❌,✅,63.1,❌,—
TOASO,57.7,47.9,✅,❌,✅,86.3,❌,—
BESLR,49.8,47.9,✅,✅,✅,97.5,✅,🟢
KNFRT,50.1,47.9,✅,✅,✅,99.5,✅,🟢
TCELL,57.5,47.9,✅,❌,✅,91.9,❌,—
ECZYT,59.0,48.0,❌,❌,❌,99.3,✅,—
SMRTG,47.6,48.0,❌,❌,❌,85.5,❌,—
ENTRA,,48.1,❌,❌,❌,-37476.2,❌,—
AKENR,51.4,48.1,❌,❌,❌,96.6,✅,—
ALFAS,46.3,48.1,✅,❌,✅,77.9,❌,—
AYEN,58.2,48.1,❌,❌,❌,99.2,✅,—
CUSAN,51.1,48.2,❌,❌,❌,99.7,✅,—
BASCM,54.1,48.4,✅,✅,✅,95.8,✅,🟢
GLRMK,,48.5,❌,✅,❌,62.3,❌,—
AEFES,56.3,48.6,❌,❌,❌,95.0,❌,—
FADE,52.1,48.6,❌,❌,❌,94.9,❌,—
BRKO,54.2,48.6,❌,❌,❌,98.3,✅,—
DOAS,54.4,48.7,✅,❌,✅,99.0,✅,—
PRKME,49.8,48.8,❌,❌,❌,98.9,✅,—
KOPOL,48.2,48.9,✅,✅,✅,86.8,❌,—
TATGD,49.8,48.9,❌,❌,❌,94.9,❌,—
ODAS,54.1,49.0,❌,❌,❌,97.6,✅,—
DGGYO,51.6,49.0,❌,❌,❌,100.0,✅,—
EKGYO,56.5,49.1,✅,✅,✅,97.0,✅,🟢
ONCSM,59.6,49.1,✅,❌,✅,95.2,✅,—
OZGYO,62.4,49.1,✅,❌,✅,99.8,✅,—
EGGUB,57.5,49.2,✅,✅,✅,99.8,✅,🟢
YKBNK,54.4,49.2,✅,✅,✅,98.3,✅,🟢
ADEL,43.8,49.3,✅,✅,✅,75.0,❌,—
ANHYT,58.6,49.4,❌,❌,❌,98.9,✅,—
RODRG,54.3,49.4,❌,❌,❌,69.0,❌,—
AFYON,53.9,49.4,✅,✅,✅,99.3,✅,🟢
BNTAS,45.4,49.5,✅,✅,✅,98.7,✅,🟢
GRSEL,59.5,49.7,❌,❌,❌,88.1,❌,—
GARAN,55.8,49.7,✅,✅,✅,99.1,✅,🟢
TURSG,66.2,49.7,✅,❌,✅,99.1,✅,—
PNLSN,50.8,49.9,✅,❌,✅,95.8,✅,—
TAVHL,56.0,49.9,✅,✅,✅,99.8,✅,🟢
DSTKF,,49.9,✅,❌,✅,98.2,✅,—
FRMPL,,49.9,❌,✅,❌,-52.9,❌,—
AKSA,56.2,50.1,❌,❌,❌,99.1,✅,—
MRSHL,53.0,50.2,❌,❌,❌,98.6,✅,—
SAHOL,54.2,50.2,✅,✅,✅,91.7,❌,—
AKSEN,66.8,50.3,❌,❌,❌,96.3,✅,—
ISBIR,45.5,50.3,✅,✅,✅,-9.5,❌,—
OZKGY,54.0,50.5,✅,✅,✅,99.1,✅,🟢
BOSSA,52.0,50.6,❌,✅,❌,99.7,✅,—
TARKM,,50.6,✅,❌,✅,91.7,❌,—
AKBNK,54.9,50.6,✅,✅,✅,98.8,✅,🟢
MARMR,,50.7,✅,✅,✅,-396.0,❌,—
CEOEM,49.3,50.7,✅,✅,✅,95.2,✅,🟢
RNPOL,60.9,50.8,❌,❌,❌,84.9,❌,—
BOBET,47.6,50.8,❌,✅,❌,97.1,✅,—
BRLSM,51.8,50.8,✅,❌,✅,58.6,❌,—
AHSGY,,50.8,✅,❌,✅,92.1,❌,—
DMSAS,52.7,50.8,❌,✅,❌,99.6,✅,—
OSMEN,37.5,50.9,✅,✅,✅,70.1,❌,—
KRGYO,41.7,50.9,❌,✅,❌,91.8,❌,—
ZRGYO,55.7,51.0,✅,✅,✅,90.7,❌,—
DOKTA,49.8,51.0,✅,✅,✅,99.7,✅,🟢
ISFIN,60.1,51.0,❌,❌,❌,100.0,✅,—
MACKO,55.9,51.2,✅,✅,✅,79.4,❌,—
EPLAS,50.6,51.2,✅,✅,✅,92.7,❌,—
GUBRF,60.2,51.4,✅,✅,✅,98.4,✅,🟢
FMIZP,52.8,51.5,✅,✅,✅,99.5,✅,🟢
BORSK,,51.6,✅,✅,✅,-164.7,❌,—
OYAKC,53.5,51.6,✅,✅,✅,96.9,✅,🟢
OZRDN,68.0,51.6,✅,❌,✅,96.2,✅,—
EKSUN,50.3,51.7,✅,❌,✅,-6164.8,❌,—
AKFYE,59.3,51.7,✅,❌,✅,-2302.6,❌,—
GATEG,66.0,52.0,❌,✅,❌,99.5,✅,—
SUNTK,52.9,52.0,❌,✅,❌,93.2,❌,—
YEOTK,63.4,52.1,❌,❌,❌,97.7,✅,—
GSRAY,35.2,52.1,✅,✅,✅,27.0,❌,—
PETKM,54.7,52.1,✅,✅,✅,99.7,✅,🟢
GEDIK,59.9,52.2,✅,❌,✅,96.6,✅,—
TABGD,60.7,52.3,❌,✅,❌,96.7,✅,—
MOBTL,68.1,52.3,❌,❌,❌,99.1,✅,—
NTHOL,56.1,52.4,❌,✅,❌,99.8,✅,—
DGATE,63.5,52.6,❌,❌,❌,99.8,✅,—
EGEPO,72.7,52.6,❌,❌,❌,97.8,✅,—
HOROZ,,52.6,✅,✅,✅,100.0,✅,🟢
ATEKS,51.2,52.6,✅,❌,✅,99.0,✅,—
DOHOL,62.0,52.7,✅,✅,✅,99.7,✅,🟢
CWENE,63.7,52.7,✅,❌,✅,86.8,❌,—
BMSTL,62.0,52.7,❌,❌,❌,98.3,✅,—
GOZDE,52.7,52.9,✅,❌,✅,99.8,✅,—
ULUUN,60.1,53.0,✅,❌,✅,99.2,✅,—
DIRIT,52.3,53.1,❌,✅,❌,89.0,❌,—
TRGYO,72.4,53.3,❌,❌,❌,99.7,✅,—
DERIM,56.1,53.3,✅,✅,✅,99.8,✅,🟢
HEDEF,61.6,53.4,✅,❌,✅,100.0,✅,—
ICBCT,59.9,53.4,❌,❌,❌,99.7,✅,—
ECOGR,,53.6,✅,❌,✅,-209.2,❌,—
BIGTK,52.7,53.6,❌,❌,❌,97.6,✅,—
DNISI,53.9,53.9,✅,✅,✅,99.3,✅,🟢
ENJSA,69.9,54.1,✅,✅,✅,99.6,✅,🟢
EGEGY,,54.2,✅,✅,✅,97.9,✅,🟢
HUNER,51.4,54.2,✅,✅,✅,47.6,❌,—
OFSYM,,54.2,✅,✅,✅,100.0,✅,🟢
BLUME,57.8,54.4,✅,✅,✅,98.2,✅,🟢
PSDTC,57.5,54.4,❌,✅,❌,97.5,✅,—
AGESA,69.5,54.5,✅,❌,✅,99.0,✅,—
CCOLA,42.2,54.5,✅,❌,✅,97.0,✅,—
PSGYO,65.6,54.6,❌,❌,❌,89.8,❌,—
BYDNR,63.3,54.8,✅,❌,✅,94.9,❌,—
